東京都,大田区,西蒲田7-6-3 プライムネクサス蒲田,B18,蒲田801,1人不生,東京都大田区西蒲田7-6-3 プライムネクサス蒲田 801号室,12-2,可以,有店客,附近收费停车场,
東京都,大田区,西蒲田7-7-1 グレイス蒲田,B19,蒲田601,1人可生 生13起,東京都大田区西蒲田7-7-1 グレイス蒲田 601号室,11-2,可以,有店客,提前告诉客人露脸看镜头 2回最低20000,
東京都,杉並区,上荻1-15-13 柴ビル,B23,荻窪2F,1人不生,東京都杉並区上荻1-15-13 柴ビル 2階のエミにという店,12-2,可以,,附近有收费停车场,
東京都,杉並区,上荻1丁目11-5 ロゼリウス荻窪,B24,荻窪205,1人不生,東京都杉並区上荻1丁目11-5 ロゼリウス荻窪 205号室,11-2,不能,有店客,没有女孩照片,
東京都,新宿区,新宿5-18-11 谷川ビル,B25,新宿301,3人可生可双,東京都新宿区新宿5-18-11 谷川ビル 301号室 看板：麗人堂,11-2,不能,,附近有收费停车场,
東京都,新宿区,払方町23-1 DeLCCS市谷払方町,B26,市ケ谷109,1人不生,東京都新宿区払方町23-1 DeLCCS市谷払方町 109号室,12-2,不能,有店客,,
東京都,渋谷区,笹塚2丁目14-15 ウェルト笹塚ツイン1,B27,笹塚504,1人不生,東京都渋谷区笹塚2丁目14-15 ウェルト笹塚ツイン1 504号室,11-2,可以,有店客,,
東京都,渋谷区,宇田川町36-2 ノア渋谷,B29,涉谷802,1人不生,東京都渋谷区宇田川町36-2 ノア渋谷 802号室,11-24,可以,有店客,是看板店,
東京都,立川市,高松町3丁目21-3 矢嶋ビル,B31,立川105,1人可生,東京都立川市高松町3丁目21-3 矢嶋ビル 105号室,11-2,可以,,,
東京都,立川市,曙町1丁目36-9 多摩セントラルビル,B32,立川215,2人不生,東京都立川市曙町1丁目36-9 多摩セントラルビル 215号室,11-2,可以,没有,,
東京都,立川市,錦町1-5-25 コーポあきば,B33,立川201,2人1个生,東京都立川市錦町1-5-25 コーポあきば 201号室,11-2,可以,有店客,不接3回 2回或3p20起,
東京都,立川市,錦町2-2-34 安藤ビル,B34,立川304,1人不生,東京都立川市錦町2-2-34 安藤ビル 304号室,11-2,可以,有店客,不接3回 2回20起,
東京都,府中市,府中町2-5-7 ステーションビューロアール府中,B36,府中301,1人可生,東京都府中市府中町2-5-7 ステーションビューロアール府中 301号室,11-2,可以,没有,,
東京都,町田市,原町田6-16-7 アーバイルトルム町田,B37,町田1403,1人可生,東京都町田市原町田6-16-7 アーバイルトルム町田 1403号室,11-2,可以,有店客,不接3回 2回20起,
東京都,町田市,原町田6-26-3 ジョイフル町田,B39,町田602,1人可生,東京都町田市原町田6-26-3 ジョイフル町田 602号室,11-2,可以,有店客,不接3回 2回20起,
東京都,調布市,東つつじケ丘1-2-4 OGビル,B41,调布302,1人不生,東京都調布市東つつじケ丘1-2-4 OGビル 302号室,11:30-2,可以,,经常回信慢 偶尔失联,没有门禁
東京都,東村,山市栄町2-2-10 Tokio久米川タワー,B42,东村山503,1人可生 生13起,東京都東村山市栄町2-2-10 Tokio久米川タワー 503号室,11-2,可以,没有,2回20起 没有女孩照片,
東京都,東村,山市栄町2丁目41-14 ジェネシスパートII,B43,東村山102,1人可生,東京都東村山市栄町2丁目41-14 ジェネシスパートII 102号室,12-1,不能,,,
東京都,武蔵野市,吉祥寺本町2-24-6 吉祥寺グリーンハイツ,B45,吉祥寺210,3人不生,東京都武蔵野市吉祥寺本町2-24-6 吉祥寺グリーンハイツ 210号室,12-2,可以,,,
東京都,小金井市,東町1-40-11 ロイヤルハイツハシモト,B47,小金井201,1人不生,東京都小金井市東町1-40-11 ロイヤルハイツハシモト 201号室,11-24,可以,有店客,经常回信慢,
東京都,八王子市,明神町3丁目8-15 ソリッド・リファイン八王子,B49,八王子307,1人可生,東京都八王子市明神町3丁目8-15 ソリッド・リファイン八王子 307号室,11-2,不能,有店客,报单发送名字截图,
東京都,西東京市,田無町2丁目12-11 ハイツベルスプリング,B50,田無403,1人不生,東京都西東京市田無町2丁目12-11 ハイツベルスプリング 403号室,11-2,可以,有店客,,
東京都,青梅市,河辺町10丁目4-10 エクセル河辺,B51,河边307,2人可生可双,東京都青梅市河辺町10丁目4-10 エクセル河辺 307号室,11-2,可以,,,
千葉県,柏市,柏6-2-7 コートヤード・シブヤ,C1,柏217,1人可生,千葉県柏市柏6-2-7 コートヤード・シブヤ 217号室,11-1,可以,没有,,
千葉県,柏市,千代田3-1-14 脇田マンション,C2,柏205,1人不生,千葉県柏市千代田3-1-14 脇田マンション 205号室,11-2,可以,,偶尔女孩走了没通知,
千葉県,柏市,根戸1914-12 エソール・柏,C3,北柏206,1人可生,千葉県柏市根戸1914-12 エソール・柏 206号室,11-24,不能,有店客,,
千葉県,中央区,新宿2-14-16 パ―クプラザ千葉新宿,C4,新宿201,2人可生可双,千葉県千葉市中央区新宿2-14-16 パ―クプラザ千葉新宿  201号室,11-2,可以,没有,偶尔回信慢,
千葉県,稲毛区,稲毛東3-20-11 イーストビル,C5,稻毛202,1人可生,千葉県千葉市稲毛区稲毛東3-20-11 イーストビル 202号室,11-2,可以,没有,偶尔回信慢,
千葉県,中央区,今井2-12-13 蘇我第2マンション,C7,蘇我309,1人可生,千葉県千葉市中央区今井2-12-13 蘇我第2マンション 309号室,11-2,可以,没有,偶尔回信慢,
千葉県,船橋市,印内町612 プルミエール西船,C10,西船桥602,2人可生可双,千葉県船橋市印内町612 プルミエール西船 602号室,11-2,可以,没有,偶尔回信慢,
千葉県,船橋市,印内町570-1 鎌倉ビル,C11,西船桥905,1人不生,千葉県船橋市印内町570-1 鎌倉ビル 905号室,11-2,可以,,回信慢 偶尔休息没通知,
千葉県,船橋市,本町6丁目18-19 第3山中ビル,C12,船桥501,1人不生,千葉県船橋市本町6丁目18-19 第3山中ビル 501号室,12-2,不能,有店客,,
千葉県,船橋市,本町6-9-6 ラプラビ船橋,C13,船桥204,1人不生,千葉県船橋市本町6-9-6 ラプラビ船橋 204号室,12-2,,,按204呼出后按电梯门按钮,
千葉県,船橋市,本町6-3-10 グリーンシティーときた,C14,船桥604,2人可生可双,千葉県船橋市本町6-3-10 グリーンシティーときた 604号室,11-2,,,,
千葉県,船橋市,前原西2-13-26 ソフィア・コート津田沼,C15,津田沼602,1人可生 生13起,千葉県船橋市前原西2-13-26 ソフィア・コート津田沼 602号室,12-2,可以,没有,2回20起 没有女孩照片,
千葉県,習志野市,谷津7丁目7-22 スーペリア津田沼,C16,津田沼311,1人可生,千葉県習志野市谷津7丁目7-22 スーペリア津田沼 311号室,11-2,不能,有店客,报单发送名字截图,
千葉県,八千代市,勝田台1丁目30 京成サンコーポ勝田台C棟 3番階段,C17,勝田台410,1人可生,千葉県八千代市勝田台1丁目30 京成サンコーポ勝田台C棟 3番階段410号室,12-1,可以,,,
千葉県,八千代市,勝田台北1-19-43 玄気道ビル第七,C18,勝田台3F,1人不生,千葉県八千代市勝田台北1-19-43 玄気道ビル第七 3階の店,11-2,可以,没有,是看板店 能上了告诉3楼,
千葉県,八千代市,八千代台南1丁目4-10 グレイス八千代台,C19,八千代台501,1人不生,千葉県八千代市八千代台南1丁目4-10 グレイス八千代台 501号室,12-2,不能,有店客,,
千葉県,八千代市,勝田台1丁目30 京成サンコーポ勝田台C棟,C20,八千代307,2人不生,千葉県八千代市勝田台1丁目30 京成サンコーポ勝田台C棟 307号室,12-2,不能,有店客,,
千葉県,八千代市,八千代台西1-1-40 アリビオ八千代台西,C21,八千代704,1人可生,千葉県八千代市八千代台西1-1-40 アリビオ八千代台西 704号室,11:30-2,可以,,经常回信慢 偶尔失联,有门禁按房号
千葉県,市川市,南八幡4-4-20 市川ルーフガーデンハイツ,C22,本八幡504,1人可生,千葉県市川市南八幡4-4-20 市川ルーフガーデンハイツ 504号室,11-2,可以,没有,偶尔回信慢,
千葉県,浦安市,当代島2丁目5-28 浦安大起ビル,C23,美满群-浦安310,1人不生,千葉県浦安市当代島2丁目5-28 浦安大起ビル 310号室,11-2,可以,有店客,没有门禁，上楼按铃，附近有收费停车场，2回20000起,
千葉県,市川市,行徳駅前2-7-1 遠藤ビル,C24,行德805,2人可生可双,千葉県市川市行徳駅前2-7-1 遠藤ビル 805号室,11-2,可以,没有,偶尔回信慢,
千葉県,市川市,行徳駅前1-22-17 ナカヤマビル,C25,行德603,1人可生,千葉県市川市行徳駅前1-22-17 ナカヤマビル 603号室,12-24,,,经常不回信，偶尔失联,
千葉県,松戸市,松戸1292-1 シティハイツ松戸,C27,松户514,1人不生,千葉県松戸市松戸1292-1 シティハイツ松戸 514号室,12-2,可以,,,
千葉県,松戸市,金ケ作24-1 第五泉ビル,C28,八柱403,1人不生,千葉県松戸市金ケ作24-1 第五泉ビル 403号室,12-2,可以,,,
千葉県,佐倉市,新町187-2 キャピタル一番館,C32,佐倉B-5,1人可生,千葉県佐倉市新町187-2 キャピタル一番館 3階のB-5号室,11-24,可以,,注意是3楼的房间,
千葉県,銚子市,長塚町3丁目643-18,C33,松岸一户建,1人不生,千葉県銚子市長塚町3丁目643-18,11-1,可以,,车停在附近的超市和拉面店,
埼玉県,川越市,南台2-4-12  SAレジデンス,D1,南大塚102,2人可生,埼玉県川越市南台2-4-12  SAレジデンス 102号室,11-24,可以,有店客,经常回信慢,
埼玉県,北区,宮原町3-250-7 サンクレール大宮,D3,宫原303,2人不生 不接2回,埼玉県さいたま市北区宮原町3-250-7 サンクレール大宮 303号室,12-1,,,经常有店客没通知 回信慢,没有门禁
埼玉県,南区,南浦和2-1-2 第二セントラルハイツ,D5,南浦和601,2人可生,埼玉県さいたま市南区南浦和2-1-2 第二セントラルハイツ 601号室,12-2,,,经常回信慢 偶尔失联,
埼玉県,南区,南本町2-14-18 第16ユーセードムス,D6,南浦和201,1人不生,埼玉県さいたま市南区南本町2-14-18 第16ユーセードムス 201号室,12-2,不能,有店客,,
埼玉県,草加市,谷塚町1363-1 リレント谷塚II,D9,谷塚217,1人可生,埼玉県草加市谷塚町1363-1 リレント谷塚II 217号室,12-2,不能,有店客,,
埼玉県,草加市,氷川町2149-19 ライブコート草加,D10,草加705,1人可生,埼玉県草加市氷川町2149-19 ライブコート草加 705号室,11-2,不能,,,
埼玉県,飯能市,柳町23-18 EXCEED飯能,D13,饭能4B,1人可生,埼玉県飯能市柳町23-18 EXCEED飯能 4B号室,11-24,不能,有店客,附近有收费停车场,
埼玉県,飯能市,柳町9-14 グランシャリオ飯能,D14,饭能303,1人可生,埼玉県飯能市柳町9-14 グランシャリオ飯能 303号室,11-2,不能,有店客,报单发送名字截图,
埼玉県,ふじみ野市,上福岡1丁目7-10 ウィング上福岡,D15,上福岡202,1人可生,埼玉県ふじみ野市上福岡1丁目7-10 ウィング上福岡 202号室,11-2,可以,,,
埼玉県,ふじみ野市,上福岡1丁目13-4  麻雀クラブ方の階段から,D16,上福岡2F,1人不生,埼玉県ふじみ野市上福岡1丁目13-4  麻雀クラブ方の階段から2階にある店です,12-2,可以,,,
埼玉県,ふじみ野市,上福岡1丁目6-21 村田ビル,D17,上福岡302,1人可生,埼玉県ふじみ野市上福岡1丁目6-21 村田ビル 302号室,11-2,可以,,,
埼玉県,熊谷市,銀座1-153 ロハス星川,D18,熊谷603,2人可生可双,埼玉県熊谷市銀座1-153 ロハス星川 603号室,12-2,可以,没有,附近有收费停车场,
埼玉県,大宮区,桜木町2丁目457-1 志延舍,D19,美满群-大宫603,1人可生,埼玉県さいたま市大宮区桜木町2丁目457-1 志延舍 603号室,11-2,可以,有店客,有门禁按房号呼出，附近有收费停车场,
埼玉県,所沢市,小手指町3-7-3 煉瓦館25,D11,小手指301,1人不生,埼玉県所沢市小手指町3-7-3 煉瓦館25 301号室,12-2,可以,,,
埼玉県,狭山市,新狭山2丁目23-11 オーク新狭山,D21,美满群-新狭山303,1人不生,埼玉県狭山市新狭山2丁目23-11 オーク新狭山 303号室,11-2,可以,有店客,没有门禁，上楼按铃，没有电梯，附近有收费停车场,
埼玉県,春日部市,中央1丁目8-6 ベル島田,D24,春日部813,1人不生,埼玉県春日部市中央1丁目8-6 ベル島田 813号室,12-2,可以,有店客,,
埼玉県,越谷市,南越谷4丁目12-22 サクラビルディング,D25,新越谷503,1人不生,埼玉県越谷市南越谷4丁目12-22 サクラビルディング 503号室,12-2,可以,,附近有收费停车场,
埼玉県,新座市,北野3丁目9-16 エクセルハイム,D26,志木102,1人可生中,埼玉県新座市北野3丁目9-16 エクセルハイム 102号室,11-1,不能,没有,,
埼玉県,朝霞市,北原2丁目12-32  メゾンヨネダ,D27,朝霞203,2人可生中可双,埼玉県朝霞市北原2丁目12-32  メゾンヨネダ 203号室,11-1,不能,没有,,
埼玉県,朝霞市,本町1丁目22-15 ウィンベルソロ,D28,朝霞111,1人不生,埼玉県朝霞市本町1丁目22-15 ウィンベルソロ朝霞NO1 111号室,11-2,可以,没有,,
大阪府,西成区,旭1-8-5 サンハイツタケナワ,E3,西成302,1人可生,大阪府大阪市西成区旭1-8-5 サンハイツタケナワ 302号室,11-2,可以,,回信慢 有时候联系不上,
大阪府,生野区,鶴橋1-5-21 カーサフェリーチェ,E4,生野503,1人可生,大阪府大阪市生野区鶴橋1-5-21 カーサフェリーチェ 503号室,11-2,可以,,回信慢 有时候联系不上,
大阪府,中央区,備後町1-4-6  ラナップスクエ堺筋本町,E5,堺筋本町405,1人可生,大阪府大阪市中央区備後町1-4-6  ラナップスクエ堺筋本町 405号室,11-2,可以,,回信慢 有时候联系不上,
大阪府,中央区,日本橋1丁目3-2 コージーアパートメント日本橋,E7,日本桥501,1人不生,大阪府大阪市中央区日本橋1丁目3-2 コージーアパートメント日本橋 501号室,11-1,不能,没有,附近有收费停车场,
大阪府,中央区,高津2丁目4-20 M.C.高津メゾンエルム,E8,高津501,1人不生,大阪府大阪市中央区高津2丁目4-20 M.C.高津メゾンエルム 501号室,12-2,可以,有店客,,
大阪府,天王寺区,生玉町11-29,E9,高津207,2人不生不双,大阪府大阪市天王寺区生玉町11-29 朝日プラザ高津第1 207号室,12-2,可以,有店客,门禁密码9211,
大阪府,淀川区,西中島1丁目14-4 プレサンス新大阪ストリーム,E10,大阪1404,1人不生,大阪府大阪市淀川区西中島1丁目14-4 プレサンス新大阪ストリーム 1404号室,11-2,可以,有店客,,
大阪府,淀川区,西中島5丁目8-21 マイルド新大阪レジデンス,E12,淀川710,1人不生,大阪府大阪市淀川区西中島5丁目8-21 マイルド新大阪レジデンス 710号室,12-23,不能,,到门口不要按铃 不要敲门,
大阪府,淀川区,西中島3-12-4 ATOLL西中島,E13,西中岛901,2人1个生,大阪府大阪市淀川区西中島3-12-4 ATOLL西中島 901号室,11-2,可以,,回信慢 有时候联系不上,
大阪市,東淀川区,西淡路1-1-28 ライオンズマンション,E14,东淀川1003,2人可生,大阪市東淀川区西淡路1-1-28 ライオンズマンション 1003号室,11-2,可以,,回信慢 有时候联系不上,
大阪府,平野区,流町1丁目5-25 レクシア平野DUO,E15,平野901,1人不生,大阪府大阪市平野区流町1丁目5-25 レクシア平野DUO 901号室,12-2,不能,,有门禁按房号呼出,
大阪府,平野区,背戸口5-6-12 カサ・エルドラード,E16,大阪203,2人不生可双,大阪府大阪市平野区背戸口5-6-12 カサ・エルドラード 203号室,11-1,不能,没有,门禁密码1181E,
大阪府,北区,浪花町9-12 ロイヤルハイツ扇町,E18,天神桥703,1人不生,大阪府大阪市北区浪花町9-12 ロイヤルハイツ扇町 703号室,12-2,不能,,,
大阪府,東大阪市,長田中1-4-12 イマザキマンション,E21,長田中507,2人不生可双,大阪府東大阪市長田中1-4-12 イマザキマンション 507号室,11-1,可以,,,
大阪府,都島区,東野田町4-14-10 レクシア京橋,E23,京桥304,1人不生,大阪府大阪市都島区東野田町4-14-10 レクシア京橋 304号室,11-2,可以,,回信慢 有时候联系不上,
大阪府,守口市,寺内町1-5-5 クレイン守口,E25,守口303,1人可生,大阪府守口市寺内町1-5-5 クレイン守口  303号室,11-2,可以,,回信慢 有时候联系不上,
大阪府,守口市,春日町1-19 アドヴァンテージ守口,E26,守口806,2人可生,大阪府守口市春日町1-19 アドヴァンテージ守口 806号室,11-2,,,,
大阪府,枚方市,岡本町4-25 Domani,E27,枚方902,1人可生,大阪府枚方市岡本町4-25 Domani 902号室,11-2,可以,,回信慢 有时候联系不上,
大阪府,吹田市,江の木町17-16 アーデン江坂,E30,江坂1101,1人不生,大阪府吹田市江の木町17-16 アーデン江坂 1101号室,12-1：30,,,有店客没通知,
大阪府,松原市,上田1-4-8 ふぁみーゆ上田III,E31,松原306,1人可生,大阪府松原市上田1-4-8 ふぁみーゆ上田III 306号室,11-1,不能,没有,,
愛知県,天白区,植田3-1701 よし司マンションワイズビル,F1,植田605,2人可生可双,愛知県名古屋市天白区植田3-1701 よし司マンションワイズビル 605号室,12-2,可以,有店客,,
愛知県,名東区,一社1-125 アサノビル,F2,一社503,1人不生,愛知県名古屋市名東区一社1-125 アサノビル 503号室,12-1,可以,有店客,回复慢 偶尔会失联,
愛知県,名東区,八前1-202 京和コーポ,F3,名東201,1人不生,愛知県名古屋市名東区八前1-202 京和コーポ 201号室,11-1,可以,有店客,停车场5号,
愛知県,中区,正木4丁目8-8 メゾン金山,F7,金山306,1人不生,愛知県名古屋市中区正木4丁目8-8 メゾン金山 306号室,12-24,不能,,,
愛知県,中区,正木4丁目8-8 メゾン金山,F8,金山906,1人不生,愛知県名古屋市中区正木4丁目8-8 メゾン金山 906号室,11-24,可以,有店客,,
愛知県,中区,栄4丁目15-23 ライオンズマンション久屋公園,F10,栄314,1人可生,愛知県名古屋市中区栄4丁目15-23 ライオンズマンション久屋公園 314号室,12-1,可以,,,
愛知県,中川区,高畑3-40 ブラザービル,F13,高畑502,2人不生,愛知県名古屋市中川区高畑3-40 ブラザービル 502号室,11-1,可以,有店客,,
愛知県,北区,若葉通1丁目21 メゾンコロル,F14,北区603,1人不生,愛知県名古屋市北区若葉通1丁目21 メゾンコロル 603号室,12-1,可以,有店客,,
愛知県,西区,上小田井1-47 ブルーウェーブマンショ,F15,小田井902,1人不生,愛知県名古屋市西区上小田井1-47 ブルーウェーブマンショ 902号室,11-2,可以,,附近有收费停车场,
愛知県,春日井市,味美白山町1-1-12 南館エスト味美マンション,F19,春日井203,1人不生,愛知県春日井市味美白山町1-1-12 南館エスト味美マンション 203号室,12-1,可以,有店客,回复慢 偶尔会失联,
愛知県,春日井市,高蔵寺町北2-54 レイクサイドマンションカサイ,F20,春日井305,2人1个生可双,愛知県春日井市高蔵寺町北2-54 レイクサイドマンションカサイ 305号室,11-2,可以,没有,附近收费停车场,
愛知県,春日井市,梅ケ坪町65-4 センタースクエア春日井,F21,春日井503,1人可生,愛知県春日井市梅ケ坪町65-4 センタースクエア春日井 503号室,11-2,不能,,没有女孩照片,
愛知県,春日井市,八幡町35-1 ニューブラウンハイツ,F22,春日井201,1人不生,愛知県春日井市八幡町35-1 ニューブラウンハイツ 201号室,11-1,可以,有店客,,
愛知県,小牧市,中央1丁目456 ウォンキー91,F24,小牧202,2人不生可双,愛知県小牧市中央1丁目456 ウォンキー91 202号室,11-1,可以,没有,,
愛知県,小牧市,小牧1-254 第2メゾンたけ宗,F25,小牧301,2人可生可双,愛知県小牧市小牧1-254 第2メゾンたけ宗 301号室,11-2,可以,有店客,,
愛知県,小牧市,中央1-171 RESIDENCIA小牧駅前,F26,小牧1003,1人不生,愛知県小牧市中央1-171 RESIDENCIA小牧駅前 1003号室,11-2,可以,有店客,提前告诉客人露脸看镜头 2回最低20000,
愛知県,一宮市,佐千原南切野6-1 レジデンス野村,F27,一宫408,1人不生,愛知県一宮市佐千原南切野6-1 レジデンス野村 408号室,12-2,可以,有店客,旁边药店可以停车,
愛知県,一宮市,白旗通4-9 グランドール白旗,F28,一宫303,2人1个生可双,愛知県一宮市白旗通4-9 グランドール白旗 303号室,11-2,可以,有店客,,
愛知県,豊田市,小坂本町1-5-1 ファミーユダイシン,F32,豊田601,1人不生,愛知県豊田市小坂本町1-5-1 ファミーユダイシン 601号室,11-24,可以,有店客,,
愛知県,豊橋市,新栄町南小向101-1 メゾンソレイユ,F33,南小向301,1人不生,愛知県豊橋市新栄町南小向101-1 メゾンソレイユ 301号室,11-24,可以,有店客,,
愛知県,豊橋市,菰口町3-95 第5フクマルビル,F34,豊橋203,2人不生可双,愛知県豊橋市菰口町3-95 第5フクマルビル 203号室,11-24,可以,有店客,,
愛知県,豊明市,三崎町高鴨7-1 セブンワン,F38,豊明4A,2人不生,愛知県豊明市三崎町高鴨7-1 セブンワン 4A号室,11-1,可以,有店客,便利店可以停车,
愛知県,西尾市,丁田町杢左62 ファミール丁田,F39,西尾203,1人可生,愛知県西尾市丁田町杢左62 ファミール丁田 203号室,11-24,,,附近有超市和收费停车场,
愛知県,岡崎市,大樹寺3-7-15,F41,岡崎1F,1人不生,愛知県岡崎市大樹寺3-7-15 看板：My Love,11-2,可以,没有,2回20起 没有女孩照片,
愛知県,岡崎市,井内町手保14 ラフィーネK,F42,冈崎403,1人不生,愛知県岡崎市井内町手保14 ラフィーネK 403号室,12-2,可以,有店客,,
